100000,0.00037643909454345705,3.9816109719566325e-05
150000,0.0003770589828491211,2.222778599468049e-05
200000,0.0003826379776000977,2.9039431871019043e-05
250000,0.00036106109619140627,3.4809635106175053e-05
300000,0.00039930343627929686,2.248093777747471e-05
350000,0.0004219532012939453,3.434151286784264e-05
400000,0.000318145751953125,1.2944701767698021e-05
450000,0.00037343502044677733,3.688699116248949e-05
500000,0.00041072368621826173,2.185247724172398e-05
550000,0.00043084621429443357,1.894203726522355e-05
600000,0.00044188499450683596,1.0398549182159185e-05
650000,0.0004378080368041992,2.1728305689227487e-05
700000,0.00046541690826416013,4.144431607519855e-05
750000,0.00045430660247802734,2.1290992701570835e-05
800000,0.0004047870635986328,2.5810680475883298e-05
850000,0.00042498111724853516,4.784072418451402e-05
900000,0.0003571510314941406,2.3677257741825445e-05
950000,0.0003550291061401367,1.5177528998464667e-05
