100000,0.0002915143966674805,2.1143857006011733e-05
150000,0.0003072023391723633,1.3970291209836725e-05
200000,0.00031681060791015624,1.2474009020873019e-05
250000,0.00032520294189453125,2.5805438418177783e-05
300000,0.00045464038848876955,6.437738280145783e-05
350000,0.0004116535186767578,5.467715189410267e-05
400000,0.0003745555877685547,1.092206934702814e-05
450000,0.0003148794174194336,1.0021552817675723e-05
500000,0.00043082237243652344,7.389906836678876e-05
550000,0.00043010711669921875,1.0770082661120333e-05
600000,0.00046765804290771484,1.4697591725374115e-05
650000,0.0004939556121826172,1.7283225751484926e-05
700000,0.0004385232925415039,3.0387857901273905e-05
750000,0.00044758319854736327,1.776787967381995e-05
800000,0.00043294429779052737,9.171185226247967e-06
850000,0.0004161357879638672,6.972569179300141e-05
900000,0.00035719871520996095,1.1721274233197453e-05
950000,0.0004244089126586914,2.012666607746021e-05
