1000000,0.0003597736358642578,8.625350230861674e-06
1500000,0.0004282236099243164,1.5590989180943097e-05
2000000,0.00041348934173583983,3.696580694524231e-05
2500000,0.0004623174667358398,1.8001928975339392e-05
3000000,0.0004627227783203125,4.295993184101488e-05
3500000,0.0004121065139770508,2.8214549744152268e-05
4000000,0.0004071950912475586,2.1917774720541e-05
4500000,0.00044553279876708985,3.553589531438012e-05
5000000,0.00047442913055419924,2.4654244944559093e-05
5500000,0.0005058050155639648,2.4389241777840953e-05
6000000,0.0005121946334838868,2.7178891905560847e-05
6500000,0.0005310535430908203,3.232312349384579e-05
7000000,0.00043509006500244143,3.0036095229699575e-05
7500000,0.0004218578338623047,2.679918158592757e-05
8000000,0.0004408597946166992,2.6982716567475163e-05
8500000,0.00048215389251708983,4.178016731492584e-05
9000000,0.00046429634094238283,2.530276072617443e-05
9500000,0.0005295753479003906,7.194205463873303e-05
