500,0.00026390552520751955,9.400739059707466e-06
500500,0.0005617856979370118,2.3221541230404105e-05
1000500,0.000601506233215332,3.57733472491021e-05
1500500,0.0006571531295776368,3.0001935039178446e-05
2000500,0.0006728172302246094,5.430702141979793e-05
2500500,0.0006905078887939453,5.280116272467852e-05
3000500,0.0006829023361206055,2.0107338695699432e-05
3500500,0.0007215261459350586,6.629065992826994e-05
4000500,0.0006880283355712891,2.7337744239011476e-05
4500500,0.000754547119140625,7.419337952489449e-05
