54,0.00020844936370849608,1.8334388732910154e-05
54245,0.0002379179000854492,1.3940638303500593e-05
108435,0.00023837089538574218,3.26634845591453e-05
162626,0.00022978782653808593,1.2428813352825661e-05
216817,0.00022883415222167968,1.4940229698564427e-05
271008,0.00022678375244140626,5.868003869215073e-06
325199,0.00026257038116455077,3.1889864187628026e-05
379390,0.00024025440216064454,1.4998802716141129e-05
433581,0.00023660659790039062,2.4065211276330792e-05
487772,0.0002499103546142578,3.004637922629944e-05
