1000,0.00022822159987229569,2.60020328912602e-05
1500,0.0002195101517897386,1.5167211578761514e-05
2000,0.00023376024686373197,3.8249151239708764e-05
2500,0.00023548419658954328,9.066845776233348e-06
3000,0.00021404486436110275,9.846318223519513e-06
3500,0.00021472344031700722,1.1343366951617683e-05
4000,0.00022237117473895734,1.8390091634182442e-05
4500,0.0002247920403113732,1.0987507957340895e-05
5000,0.0002603347484882061,4.0630445684141227e-05
5500,0.00022503045889047475,8.181852585383207e-06
6000,0.00023873035724346453,4.041506082672423e-05
6500,0.00022013370807354266,1.1462945193012459e-05
7000,0.0002268094282883864,9.64904857841172e-06
7500,0.00024403058565579928,4.591681633777448e-05
8000,0.0002303306873028095,1.2730975654021932e-05
8500,0.0002529621124267578,2.612949820620072e-05
9000,0.00024293019221379206,4.880346572788043e-05
9500,0.00026635023263784556,7.163454253541588e-05
